year,topic_0_words,file_name
1962.0,"[('land', 0.005388596), ('defence', 0.004713703), ('war', 0.00380085), ('kamath', 0.003013273), ('foreigners', 0.002733888), ('supplementary', 0.002723579)]",lsd_03_03_19-11-1962
1962.0,"[('kartika', 0.0025087073), ('aca', 0.0024657764), ('customs', 0.0021998426), ('war', 0.002103963)]",lsd_03_03_20-11-1962
1963.0,"[('defence', 0.0038524175), ('kamath', 0.0021849663), ('chavan', 0.0018892913), ('chinese', 0.0016747004)]",lsd_03_03_21-01-1963
1962.0,"[('customs', 0.0056451308), ('kamath', 0.0040993234), ('vishnu', 0.003385078), ('education', 0.0026173142), ('smuggling', 0.0021312195)]",lsd_03_03_21-11-1962
1963.0,"[('railway', 0.002342539), ('bank', 0.0022630559), ('development', 0.0021736464), ('agriculture', 0.0019547122), ('transport', 0.0017919346), ('production', 0.0017732062)]",lsd_03_03_22-01-1963
1962.0,"[('defence', 0.0037035162), ('war', 0.0023234088), ('communist', 0.0022437102), ('health', 0.0021785507), ('protection', 0.0018603872), ('agrahayana', 0.0016469184)]",lsd_03_03_22-11-1962
1963.0,"[('proposals', 0.008304086), ('colombo', 0.0069903266), ('chinese', 0.006300148), ('china', 0.0057187206), ('world', 0.0027327824)]",lsd_03_03_23-01-1963
1962.0,"[('steel', 0.0048308885), ('commerce', 0.004640786), ('defence', 0.0035902294), ('shah', 0.0029360293), ('resolution', 0.0029235969), ('economy', 0.002780301), ('emergency', 0.0026734471), ('trade', 0.0025296886)]",lsd_03_03_23-11-1962
1963.0,"[('chinese', 0.004776148), ('proposals', 0.0047409474), ('colombo', 0.0042926595), ('china', 0.0037141729)]",lsd_03_03_24-01-1963
1963.0,"[('steel', 0.004128278), ('production', 0.0040945695), ('price', 0.0040039895), ('heavy', 0.002898646), ('commerce', 0.002473424), ('plant', 0.0023682243), ('trade', 0.0023408884)]",lsd_03_03_25-01-1963
1962.0,"[('defence', 0.008602401), ('war', 0.003763375), ('powers', 0.0034757515), ('chinese', 0.002167404), ('kamath', 0.0020079736)]",lsd_03_03_26-11-1962
1962.0,"[('sugarcane', 0.0049064034), ('tribunal', 0.0034648648), ('cane', 0.003126486), ('amendments', 0.0029645974)]",lsd_03_03_27-11-1962
1962.0,"[('rules', 0.005282932), ('defence', 0.004527751), ('bank', 0.004182611), ('parliament', 0.0035382337), ('bank', 0.0033557215), ('kamath', 0.0033267145), ('provisions', 0.0024791176)]",lsd_03_03_28-11-1962
1962.0,"[('warehousing', 0.009306591), ('corporations', 0.0052435645), ('warehouses', 0.0042348984), ('cooperative', 0.0035382095), ('compensation', 0.002997923), ('storage', 0.0029039744), ('agriculture', 0.0027902187)]",lsd_03_03_29-11-1962
1962.0,"[('compensation', 0.0033559622), ('society', 0.00293154), ('cooperative', 0.0029089446), ('workers', 0.002135382), ('factories', 0.0020881363)]",lsd_03_03_30-11-1962
1963.0,"[('babu', 0.0044023246)]",lsd_03_04-01-03-1963
1963.0,"[('coal', 0.0056217206), ('gold', 0.0028335853), ('production', 0.0026193126), ('foreign', 0.0026041903)]",lsd_03_04-11-04-1963
1963.0,"[('finance', 0.0025177333), ('desai', 0.0019002316), ('gold', 0.0018694231)]",lsd_03_04-17-04-1963
1963.0,"[('finance', 0.008718905), ('tax', 0.0044636135), ('desai', 0.0029802467), ('morarji', 0.0022115614), ('business', 0.0021605673), ('company', 0.0021319864)]",lsd_03_04-20-04-1963
1963.0,"[('agriculture', 0.0022306344), ('radio', 0.0021943748), ('sugar', 0.0019561506), ('oral', 0.0017116441), ('production', 0.0015832578), ('broadcasting', 0.0015246386)]",lsd_03_04-21-03-1963
1963.0,"[('irrigation', 0.0028985846), ('development', 0.002686257), ('railway', 0.0019700695)]",lsd_03_04-26-03-1963
1963.0,"[('workers', 0.008919174), ('labour', 0.007524307), ('resolution', 0.0032356947), ('employment', 0.002926009)]",lsd_03_04-27-03-1963
1963.0,"[('bahadur', 0.003858399), ('shastri', 0.0031842256), ('lal', 0.0025709583), ('bengal', 0.0024302665), ('defence', 0.0023955572), ('scheduled', 0.0022768124)]",lsd_03_04_01-04-1963
1963.0,"[('court', 0.008086241), ('judges', 0.0042609097), ('judge', 0.004161846)]",lsd_03_04_01-05-1963
1963.0,"[('railway', 0.014342405), ('railway', 0.008029581), ('steel', 0.003350001), ('production', 0.0031172538), ('trade', 0.00252256), ('commerce', 0.0020125336)]",lsd_03_04_02-03-1963
1963.0,"[('quality', 0.0033169133), ('export', 0.0027591225), ('foreign', 0.00179455), ('kamath', 0.0017340177), ('rao', 0.0017105358)]",lsd_03_04_02-05-1963
1963.0,"[('housing', 0.001900279)]",lsd_03_04_03-04-1963
1963.0,"[('kamath', 0.0028344432), ('vishnu', 0.0024983233), ('steel', 0.0024283505), ('trade', 0.002391475), ('commerce', 0.0023358741), ('territories', 0.0022622743)]",lsd_03_04_03-05-1963
1963.0,"[('railway', 0.009429919), ('railway', 0.005651128), ('defence', 0.002904891), ('officers', 0.0022629946), ('labour', 0.0021103963), ('staff', 0.001835876)]",lsd_03_04_04-03-1963
1963.0,"[('development', 0.004107443), ('cooperative', 0.0035985967), ('community', 0.0025790667)]",lsd_03_04_04-04-1963
1963.0,"[('territories', 0.008239742), ('document', 0.0051019937), ('administrator', 0.0036552902)]",lsd_03_04_04-05-1963
1963.0,"[('gold', 0.006555404), ('railway', 0.0047951783), ('railway', 0.0031103112)]",lsd_03_04_05-03-1963
1963.0,"[('defence', 0.0071602883), ('commerce', 0.0026625309), ('army', 0.0026405246), ('production', 0.0021739875), ('shah', 0.0020218084), ('steel', 0.0020085557)]",lsd_03_04_05-04-1963
1963.0,"[('railway', 0.009323674), ('gold', 0.005667289), ('railway', 0.0051979935), ('traffic', 0.002588174)]",lsd_03_04_06-03-1963
1963.0,"[('defence', 0.008008794), ('army', 0.0040583992), ('war', 0.0036194357), ('air', 0.0028570385), ('chinese', 0.002778034), ('transport', 0.0018639743)]",lsd_03_04_06-04-1963
1963.0,"[('company', 0.0074302447), ('private', 0.0042434977), ('company', 0.0039411564), ('business', 0.003772811), ('big', 0.0036298202), ('inquiry', 0.0025547312)]",lsd_03_04_06-05-1963
1963.0,"[('railway', 0.006341863), ('railway', 0.0023586142), ('gupta', 0.0017124643)]",lsd_03_04_07-03-1963
1963.0,"[('company', 0.0050630067), ('company', 0.0038739124), ('inquiry', 0.0025897445), ('banerjee', 0.002268557), ('enquiry', 0.0021814895), ('jain', 0.0018801846)]",lsd_03_04_07-05-1963
1963.0,"[('railway', 0.0064192284), ('railway', 0.0034070162), ('steel', 0.0032856397), ('manubhai', 0.0032655739), ('shah', 0.0028734356), ('trade', 0.0027907835), ('commerce', 0.0026111407), ('child', 0.0023582466)]",lsd_03_04_08-03-1963
1963.0,"[('export', 0.0038944033), ('defence', 0.0038580743), ('trade', 0.0029020696), ('foreign', 0.002479897), ('tea', 0.0021600965), ('production', 0.0020029584)]",lsd_03_04_08-04-1963
1963.0,"[('transport', 0.0053167907), ('production', 0.002950406), ('railway', 0.0027309903), ('road', 0.0025671308), ('communications', 0.0024378824), ('development', 0.0021305496)]",lsd_03_04_09-04-1963
1963.0,"[('transport', 0.0039384593), ('shipping', 0.0029389132), ('foreign', 0.0020299687)]",lsd_03_04_10-04-1963
1963.0,"[('finance', 0.0051437533), ('development', 0.0033662256), ('tax', 0.0030716287), ('supplementary', 0.0026761384), ('capital', 0.0025629995)]",lsd_03_04_12-03-1963
1963.0,"[('tax', 0.0038795965), ('finance', 0.0034425699), ('income', 0.0024437364), ('development', 0.002175248), ('defence', 0.0019386107)]",lsd_03_04_13-03-1963
1963.0,"[('steel', 0.0096065365), ('development', 0.005275752), ('production', 0.00442963), ('commerce', 0.0037043816), ('heavy', 0.0030481461), ('resolution', 0.0027477192)]",lsd_03_04_13-04-1963
1963.0,"[('finance', 0.004579438), ('tax', 0.0032707911), ('health', 0.002452085), ('defence', 0.0021752596), ('development', 0.0018072755)]",lsd_03_04_14-03-1963
1963.0,"[('tax', 0.0037103528), ('production', 0.0034504256), ('resolution', 0.0030284412), ('economic', 0.0028977215), ('foreign', 0.0026737654), ('steel', 0.0024447588)]",lsd_03_04_15-03-1963
1963.0,"[('steel', 0.0044817673), ('production', 0.004176969), ('defence', 0.0038889959), ('coordination', 0.0030019507)]",lsd_03_04_15-04-1963
1963.0,"[('tax', 0.0035914143)]",lsd_03_04_16-03-1963
1963.0,"[('defence', 0.002639048), ('development', 0.0025830406), ('production', 0.0021956596), ('railway', 0.0021621964)]",lsd_03_04_16-04-1963
1963.0,"[('parliament', 0.0025264686), ('rao', 0.002495714), ('prasad', 0.0023272112)]",lsd_03_04_18-02-1963
1963.0,"[('china', 0.0071891355), ('world', 0.004422681), ('chinese', 0.00284038), ('foreign', 0.002738388), ('pakistan', 0.0025153153), ('war', 0.0023197897), ('nonalignment', 0.0022854372)]",lsd_03_04_18-03-1963
1963.0,"[('finance', 0.005998311), ('defence', 0.0027007868), ('emergency', 0.001980307), ('tax', 0.0019470546), ('taxation', 0.0016976293), ('income', 0.001606818)]",lsd_03_04_18-04-1963
1963.0,"[('railway', 0.005649584), ('railway', 0.004948754), ('agriculture', 0.0043262388), ('price', 0.0039541326), ('production', 0.0037355472), ('development', 0.0029210264), ('traffic', 0.0025650687)]",lsd_03_04_19-02-1963
1963.0,"[('nehru', 0.0022875362), ('raj', 0.002228306), ('foreign', 0.0022228535), ('transport', 0.0019682143)]",lsd_03_04_19-03-1963
1963.0,"[('finance', 0.0040655034), ('trade', 0.0035091771), ('shah', 0.002658867), ('heavy', 0.002359696), ('export', 0.0023492293), ('insurance', 0.0023389831), ('exports', 0.0021884078), ('commerce', 0.002053051)]",lsd_03_04_19-04-1963
1963.0,"[('defence', 0.0030389323), ('emergency', 0.0028333787), ('education', 0.002578064), ('production', 0.0021913308)]",lsd_03_04_20-02-1963
1963.0,"[('production', 0.0055979076), ('sugar', 0.0034214489), ('agriculture', 0.0033050822), ('agriculture', 0.002994296), ('price', 0.0028932008)]",lsd_03_04_20-03-1963
1963.0,"[('defence', 0.0036217864), ('gold', 0.0033308156), ('assam', 0.0022665048), ('chinese', 0.0021295855), ('air', 0.001871225), ('kashmir', 0.0018043118)]",lsd_03_04_21-02-1963
1963.0,"[('silk', 0.0036495363), ('steel', 0.0031504494), ('production', 0.0031406183), ('china', 0.0027864394), ('heavy', 0.0019056597)]",lsd_03_04_22-02-1963
1963.0,"[('education', 0.0030885253), ('journalists', 0.0025255217), ('service', 0.002337089), ('shah', 0.001974572), ('export', 0.0018724024), ('paper', 0.0017220593)]",lsd_03_04_22-03-1963
1963.0,"[('tax', 0.007166513), ('income', 0.0049326317), ('finance', 0.003818461), ('compulsory', 0.0036595277), ('deposit', 0.003436475), ('pay', 0.0029519922), ('incometax', 0.0029124075)]",lsd_03_04_22-04-1963
1963.0,"[('education', 0.0060216584), ('research', 0.0056766015), ('atomic', 0.0056609367), ('scientists', 0.0036929334), ('scientific', 0.0031593658), ('cultural', 0.002139951)]",lsd_03_04_23-03-1963
1963.0,"[('language', 0.004636829), ('languages', 0.0037014878), ('official', 0.003455764), ('might', 0.0017063244)]",lsd_03_04_23-04-1963
1963.0,"[('language', 0.0097459), ('languages', 0.0062903007), ('official', 0.0034881667), ('land', 0.0020236287)]",lsd_03_04_24-04-1963
1963.0,"[('defence', 0.0037169475), ('chinese', 0.0036023427)]",lsd_03_04_25-02-1963
1963.0,"[('health', 0.00532638), ('defence', 0.0031595407), ('planning', 0.0020621452), ('medical', 0.0020435033), ('production', 0.0017596598)]",lsd_03_04_25-03-1963
1963.0,"[('language', 0.0061436165), ('official', 0.0036210828), ('languages', 0.0033612845)]",lsd_03_04_25-04-1963
1963.0,"[('language', 0.007524953), ('official', 0.004211356)]",lsd_03_04_26-04-1963
1963.0,"[('pakistan', 0.002369863), ('chinese', 0.0022605362), ('nehru', 0.0021746806), ('development', 0.0019718483)]",lsd_03_04_27-02-1963
1963.0,"[('language', 0.008071284), ('official', 0.006016503), ('parliament', 0.0053666956), ('languages', 0.0049553206), ('kamath', 0.004951229)]",lsd_03_04_27-04-1963
1963.0,"[('railway', 0.0050351606), ('railway', 0.0043476685), ('duty', 0.0032567016), ('development', 0.0027831178), ('bank', 0.0025954458), ('defence', 0.0022586118), ('reserve', 0.002170418)]",lsd_03_04_28-02-1963
1963.0,"[('administration', 0.0018209032), ('emergency', 0.0016043388), ('scheduled', 0.00157243)]",lsd_03_04_28-03-1963
1963.0,"[('excess', 0.0026552756), ('tax', 0.0025533924), ('court', 0.002263173), ('railway', 0.002240008), ('defence', 0.0020770123)]",lsd_03_04_29-04-1963
1963.0,"[('nefa', 0.0024861416), ('commerce', 0.0018115427), ('steel', 0.0017805287)]",lsd_03_04_29_03-1963
1963.0,"[('judges', 0.0071851695), ('court', 0.007071062), ('judge', 0.0028113192), ('judiciary', 0.0021700922)]",lsd_03_04_30-04-1963
1963.0,"[('scheduled', 0.0079961205), ('tribes', 0.0039277324), ('castes', 0.0037538437), ('labour', 0.0034690343), ('kamath', 0.0031368327), ('employment', 0.0030946457), ('defence', 0.0030303143), ('vishnu', 0.002826949), ('bhadra', 0.0024430393)]",lsd_03_05_02-09-1963
1963.0,"[('scheduled', 0.0109426705), ('castes', 0.0048893453), ('tribes', 0.0039413827), ('agriculture', 0.0033486686), ('railway', 0.0028956959), ('commissioner', 0.0022329646), ('development', 0.0021866953)]",lsd_03_05_03-09-1963
1963.0,"[('scheduled', 0.015461465), ('tribes', 0.0058605457), ('castes', 0.0053040273), ('education', 0.0038802503), ('bhadra', 0.0024557433), ('caste', 0.002426051)]",lsd_03_05_04-09-1963
1963.0,"[('price', 0.0040632617), ('insurance', 0.003857505), ('business', 0.0029801317), ('rural', 0.0023468875), ('health', 0.0021850297), ('finance', 0.0018926224)]",lsd_03_05_05-09-1963
1963.0,"[('steel', 0.004318146), ('defence', 0.0039925245), ('court', 0.0037348422), ('trade', 0.003649815), ('production', 0.0034526975), ('shah', 0.002740676), ('judgment', 0.0025477482), ('income', 0.0024153204), ('bhadra', 0.0022835208)]",lsd_03_05_06-09-1963
1963.0,"[('pakistan', 0.0035509348), ('production', 0.0031725587), ('price', 0.0030029563), ('defence', 0.0029999113), ('rise', 0.002490861), ('agriculture', 0.0021268572), ('agriculture', 0.0020651608), ('chavan', 0.002051449), ('land', 0.0018700773)]",lsd_03_05_09-09-1963
1963.0,"[('income', 0.0034409687), ('agriculture', 0.00204474), ('bhadra', 0.0019111147), ('railway', 0.001768535), ('sugar', 0.0017454429), ('railway', 0.0017328537), ('distribution', 0.001688008)]",lsd_03_05_10-09-1963
1963.0,"[('education', 0.004071229), ('upsc', 0.0039426587), ('sugar', 0.0031490836), ('kabir', 0.0025501873), ('service', 0.0019842107)]",lsd_03_05_11-09-1963
1963.0,"[('service', 0.0025139537), ('bhadra', 0.0022796232), ('sugar', 0.0020981831), ('upsc', 0.0019656285), ('health', 0.0016854428), ('sugarcane', 0.0016764839), ('rules', 0.0016763407)]",lsd_03_05_12-09-1963
1963.0,"[('services', 0.0029044603), ('institutions', 0.0026521853), ('service', 0.0024612786), ('engineering', 0.0019843935), ('development', 0.0018701353), ('production', 0.0017378273)]",lsd_03_05_13-08-1963
1963.0,"[('drugs', 0.0029238418), ('court', 0.0026946312), ('steel', 0.0025328642), ('trade', 0.002353375), ('bhadra', 0.0020415206), ('kamath', 0.0017067491)]",lsd_03_05_13-09-1963
1963.0,"[('limitation', 0.005518618), ('education', 0.0034086036), ('textiles', 0.0018651477), ('provision', 0.001842581)]",lsd_03_05_14-08-1963
1963.0,"[('steel', 0.004452501), ('labour', 0.0035448463), ('trade', 0.0029322798), ('shah', 0.0028165798), ('records', 0.0026930985), ('manubhai', 0.0026029611)]",lsd_03_05_16-08-1963
1963.0,"[('china', 0.0047255927), ('defence', 0.0035324527), ('world', 0.00350293), ('international', 0.0034972453), ('pakistan', 0.003019826), ('chinese', 0.002564818), ('employment', 0.002440657), ('foreign', 0.002340374), ('bhadra', 0.0021936952), ('labour', 0.002152068)]",lsd_03_05_16-09-1963
1963.0,"[('gsr', 0.006903269), ('finance', 0.0027305847), ('health', 0.0024538068)]",lsd_03_05_17-08-1963
1963.0,"[('international', 0.0041188262), ('world', 0.003965474), ('railway', 0.0036516143), ('foreign', 0.0036340891), ('railway', 0.0028291729), ('transport', 0.0022982839), ('bhadra', 0.0021787041), ('nehru', 0.002100211)]",lsd_03_05_17-09-1963
1963.0,"[('land', 0.006744693), ('education', 0.002582829), ('court', 0.0024915785), ('kabir', 0.0019157268), ('kerala', 0.0018718134)]",lsd_03_05_18-09-1963
1963.0,"[('chinese', 0.003592777), ('defence', 0.0032787942), ('china', 0.0027534217), ('noconfidence', 0.002744863), ('labour', 0.0023039025), ('council', 0.0022752571), ('world', 0.0016964971)]",lsd_03_05_19-08-1963
1963.0,"[('land', 0.007029989), ('health', 0.0020355827), ('finance', 0.0020162086), ('bank', 0.0018140483)]",lsd_03_05_19-09-1963
1963.0,"[('railway', 0.0032171975), ('agriculture', 0.0031014627), ('noconfidence', 0.002628428), ('production', 0.0022964438), ('gold', 0.002258417)]",lsd_03_05_20-08-1963
1963.0,"[('defence', 0.0046266112), ('steel', 0.0037355965), ('production', 0.0036381816), ('resolution', 0.0021313352), ('heavy', 0.0021027732), ('emergency', 0.001983421), ('army', 0.0019614713), ('shah', 0.0017433355)]",lsd_03_05_20-09-1963
1963.0,"[('education', 0.0035841726), ('noconfidence', 0.0031487148), ('council', 0.0028824746), ('desai', 0.0019871334)]",lsd_03_05_21-08-1963
1963.0,"[('defence', 0.007000532), ('army', 0.004513537), ('nefa', 0.0044665476), ('enquiry', 0.0034849022), ('chinese', 0.0032841144), ('gold', 0.0028973971), ('preparedness', 0.0026911492), ('vishnu', 0.0021771758)]",lsd_03_05_21-09-1963
1963.0,"[('council', 0.0027730817), ('noconfidence', 0.0023684504), ('kripalani', 0.0018857139), ('health', 0.001848261)]",lsd_03_05_22-08-1963
1963.0,"[('bank', 0.0064713834), ('steel', 0.0035179153), ('trade', 0.003363495), ('resolution', 0.002613802), ('production', 0.0023734786), ('heavy', 0.0023505664), ('shah', 0.002101069), ('railway', 0.0020524198)]",lsd_03_05_23-08-1963
1963.0,"[('port', 0.004737793), ('labour', 0.0038572073), ('ports', 0.002757512), ('defence', 0.0027436384), ('trade', 0.0023649621), ('trading', 0.002059676), ('employment', 0.0019139465), ('production', 0.001711252), ('gupta', 0.0016947177)]",lsd_03_05_26-08-1963
1963.0,"[('scheduled', 0.005818102), ('tribal', 0.0031779078), ('tribes', 0.002938746), ('railway', 0.0023094788), ('bhadra', 0.0020816827), ('development', 0.0020784126), ('railway', 0.0018483545)]",lsd_03_05_27-08-1963
1963.0,"[('compensation', 0.0042978944), ('education', 0.0028888958), ('insurance', 0.00270955), ('injuries', 0.00261477), ('custom', 0.0025927548), ('emergency', 0.0021743544)]",lsd_03_05_28-08-1963
1963.0,"[('unauthorised', 0.0023272457), ('health', 0.0022705728), ('land', 0.002178313), ('bhadra', 0.002126034), ('sale', 0.0021227514)]",lsd_03_05_29-08-1963
1963.0,"[('steel', 0.002878904), ('workers', 0.0027844992), ('trade', 0.0026687412), ('production', 0.0025597238), ('heavy', 0.0024932628), ('bhadra', 0.0022830623)]",lsd_03_05_30-08-1963
1963.0,"[('agriculture', 0.0030863504), ('supplementary', 0.0024890474), ('planning', 0.0021386002), ('railway', 0.0018949286), ('pakistan', 0.0018586791), ('defence', 0.0017899206), ('development', 0.0017309762)]",lsd_03_06-26-11-1963
1963.0,"[('defence', 0.0043229973), ('production', 0.0036778857), ('sugar', 0.0035879037), ('price', 0.0033447042), ('bengal', 0.0029704242)]",lsd_03_06_02-12-1963
1963.0,"[('production', 0.0053265253), ('railway', 0.004049715), ('transport', 0.0031582436), ('sugar', 0.002992041), ('agriculture', 0.0027977228), ('railway', 0.0022876582), ('agriculture', 0.0022165468), ('raj', 0.0021046335)]",lsd_03_06_03-12-1963
1963.0,"[('education', 0.0048834686), ('trust', 0.0044065258), ('price', 0.0030302466), ('unit', 0.0030065705), ('investment', 0.0026308077), ('sugar', 0.0024114223)]",lsd_03_06_04-12-1963
1963.0,"[('trust', 0.0040015858), ('finance', 0.0037056743), ('unit', 0.003303078), ('health', 0.0025434378), ('planning', 0.0024821179), ('agrahayana', 0.0020700323)]",lsd_03_06_05-12-1963
1963.0,"[('steel', 0.004674528), ('language', 0.0036433926), ('heavy', 0.0035356048), ('engineering', 0.0032818175), ('production', 0.0024978055), ('kanungo', 0.0023850296), ('coal', 0.0022883709)]",lsd_03_06_06-12-1963
1963.0,"[('production', 0.0025545994), ('planning', 0.0019543592), ('labour', 0.0016195287), ('agrahayana', 0.0015735215)]",lsd_03_06_09-12-1963
1963.0,"[('planning', 0.0064922404), ('agriculture', 0.0031529344), ('midterm', 0.0028386067), ('development', 0.0026906198), ('production', 0.0024537006), ('land', 0.002294444), ('railway', 0.0022476648)]",lsd_03_06_10-12-1963
1963.0,"[('planning', 0.0060678697), ('production', 0.0028799209), ('education', 0.0025345234), ('appraisal', 0.0022164357), ('agrahayana', 0.002110705), ('development', 0.0017593387)]",lsd_03_06_11-12-1963
1963.0,"[('finance', 0.002889256), ('tariff', 0.0023837276), ('quorum', 0.002347854), ('protection', 0.0021764862), ('bank', 0.0020757073), ('foreign', 0.0020393315), ('health', 0.0020224892)]",lsd_03_06_12-12-1963
1963.0,"[('steel', 0.005063343), ('production', 0.0040019355), ('madras', 0.0035258513), ('heavy', 0.0034976567), ('city', 0.0027879127), ('coal', 0.0022709135), ('export', 0.0022199), ('engineering', 0.0021395264)]",lsd_03_06_13-12-1963
1963.0,"[('company', 0.003570685), ('company', 0.0030028094), ('labour', 0.0028063457), ('court', 0.002138317), ('defence', 0.001956208)]",lsd_03_06_16-12-1963
1963.0,"[('detention', 0.0038900317), ('preventive', 0.0034736556), ('agrahayana', 0.0020692353), ('man', 0.0017948254), ('railway', 0.0017793148), ('posts', 0.0016697512), ('rules', 0.0015272151)]",lsd_03_06_17-12-1963
1963.0,"[('undertakings', 0.005888636), ('parliament', 0.0037015693), ('estimates', 0.0031566804), ('motions', 0.002753283), ('powers', 0.002621878), ('kartika', 0.002476027), ('defence', 0.0017708115)]",lsd_03_06_18-11-1963
1963.0,"[('detention', 0.0048030517), ('preventive', 0.0045296787), ('education', 0.0023497026)]",lsd_03_06_18-12-1963
1963.0,"[('plane', 0.0025265247), ('walcott', 0.0023813224), ('security', 0.00227541), ('court', 0.0017254764), ('estimates', 0.001718328)]",lsd_03_06_19-11-1963
1963.0,"[('bank', 0.0057067093), ('bank', 0.004777536), ('reserve', 0.0039056467), ('banking', 0.0030119927), ('provisions', 0.0022769407)]",lsd_03_06_19-12-1963
1963.0,"[('coal', 0.0041412143), ('undertakings', 0.003094944), ('gupta', 0.0019366406), ('education', 0.0019301446)]",lsd_03_06_20-11-1963
1963.0,"[('steel', 0.0036912146), ('agrahayana', 0.0026837885), ('trade', 0.0024255007), ('development', 0.0024016798)]",lsd_03_06_20-12-1963
1963.0,"[('finance', 0.0034276398), ('slum', 0.00303646), ('health', 0.0028614826), ('improvement', 0.0027824878)]",lsd_03_06_21-11-1963
1963.0,"[('sugar', 0.0044593075), ('rule', 0.0036369506), ('cane', 0.00238105), ('wheat', 0.0023178586)]",lsd_03_06_21-12-1963
1963.0,"[('language', 0.0038235101), ('trade', 0.0037227166), ('steel', 0.0031781388), ('tea', 0.0023984227), ('heavy', 0.0020992227), ('court', 0.002009657)]",lsd_03_06_22-11-1963
1963.0,"[('calling', 0.0069739185), ('attention', 0.0051782066), ('oral', 0.0051511014), ('bills', 0.0051453733)]",lsd_03_06_25-11-1963
1963.0,"[('education', 0.0028449085), ('agrahayana', 0.0021578846), ('railway', 0.0021499374)]",lsd_03_06_27-11-1963
1963.0,"[('company', 0.004057905), ('tribunal', 0.0039090277), ('company', 0.0038693016), ('finance', 0.0034166009), ('irrigation', 0.0031147003), ('health', 0.0023798551), ('court', 0.0021975038)]",lsd_03_06_28-11-1963
1963.0,"[('steel', 0.004431532), ('production', 0.0035632094), ('trade', 0.003372054), ('development', 0.0030796435), ('pakistan', 0.0029821843), ('heavy', 0.0028077173), ('advertisements', 0.002807537)]",lsd_03_06_29-11-1963
1964.0,"[('bank', 0.006863136), ('development', 0.0049745105), ('finance', 0.0041062613), ('institution', 0.0033096175), ('institutions', 0.003227298), ('reserve', 0.002898572), ('health', 0.002635337)]",lsd_03_07-30-04-1964
1964.0,"[('development', 0.002354009), ('technical', 0.0022945763)]",lsd_03_07_01-04-1964
1964.0,"[('steel', 0.0031959333), ('income', 0.0022642151), ('heavy', 0.0019053832), ('resolution', 0.0018819859), ('shah', 0.001741943)]",lsd_03_07_01-05-1964
1964.0,"[('price', 0.0048781997), ('production', 0.0028663375), ('wheat', 0.0025264267), ('agriculture', 0.0023359538)]",lsd_03_07_02-03-1964
1964.0,"[('health', 0.0062835454), ('medical', 0.0053521856), ('colleges', 0.0022053884), ('rural', 0.001886371), ('planning', 0.0017242146)]",lsd_03_07_02-04-1964
1964.0,"[('finance', 0.003807623), ('tax', 0.0037148842), ('foreign', 0.0030358476), ('capital', 0.0025635646), ('agriculture', 0.0022076443), ('railway', 0.0022001022), ('price', 0.0019677514), ('production', 0.0019636997)]",lsd_03_07_03-03-1964
1964.0,"[('pakistan', 0.003713142), ('steel', 0.0036693912), ('coal', 0.0027823404), ('resolution', 0.002444022), ('handicapped', 0.0022484832), ('heavy', 0.0019649356)]",lsd_03_07_03-04-1964
1964.0,"[('finance', 0.0035853465), ('education', 0.0029590393), ('tax', 0.0021380761), ('administration', 0.0017158298)]",lsd_03_07_04-03-1964
1964.0,"[('problem', 0.003052351), ('rehabilitation', 0.0022902002), ('pakistan', 0.0021235212), ('east', 0.0015855342)]",lsd_03_07_04-04-1964
1964.0,"[('medicine', 0.0037988012), ('body', 0.0033440697), ('ayurvedic', 0.0031554687), ('commissioner', 0.0026795638), ('unani', 0.0026094855), ('indians', 0.0018941531)]",lsd_03_07_04-05-1964
1964.0,"[('finance', 0.0054352283), ('tax', 0.0024062635), ('assam', 0.0018862697), ('problem', 0.001754852)]",lsd_03_07_05-03-1964
1964.0,"[('railway', 0.0051786015), ('ticket', 0.0034784507), ('drugs', 0.0034380662), ('tickets', 0.0030654597), ('ayurvedic', 0.002894563), ('railway', 0.0028135367), ('drug', 0.0023172332), ('unani', 0.0020899298)]",lsd_03_07_05-05-1964
1964.0,"[('land', 0.0053142044), ('steel', 0.0045255097), ('resolution', 0.0040626116), ('production', 0.00395759), ('coal', 0.0036689972), ('finance', 0.0027427136), ('price', 0.0027349987), ('trade', 0.0024937068)]",lsd_03_07_06-03-1964
1964.0,"[('pakistan', 0.008180528), ('west', 0.0050358083), ('rehabilitation', 0.004384538), ('problem', 0.004152048), ('bengal', 0.0040191202), ('east', 0.0032738834), ('khanna', 0.0027644064), ('chand', 0.0026325246), ('kamath', 0.00239312)]",lsd_03_07_06-04-1964
1964.0,"[('education', 0.0032136226), ('slum', 0.0021091474), ('attention', 0.0019897202), ('council', 0.0019504138), ('productivity', 0.0019457877), ('milk', 0.0018685629)]",lsd_03_07_06-05-1964
1964.0,"[('community', 0.0054644533), ('cooperative', 0.0045822076), ('development', 0.0035811495), ('rural', 0.0032544187), ('raj', 0.0030438292), ('village', 0.0022736168), ('agriculture', 0.0020999769), ('societies', 0.0020335345)]",lsd_03_07_07-04-1964
1964.0,"[('steel', 0.0056588072), ('coal', 0.0038965833), ('production', 0.0036067066), ('development', 0.0034220153), ('dey', 0.00297028), ('heavy', 0.00264075)]",lsd_03_07_08-04-1964
